"Julkisyhteisöjen menot tehtävittäin 1990-2014"

"Sektori";"Tehtävä";"Taloustoimi";"Tiedot";"2014"
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"TOTEXP Kokonaismenot";"Käypiin hintoihin";742
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";742
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";18
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"NETEXP Nettomenot";"Käypiin hintoihin";18
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";18
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"TOTEXP Kokonaismenot";"Käypiin hintoihin";18
"S1314 Sosiaaliturvarahastot";"G1007  Sosiaalinen syrjäytyminen, muualla luokittelematon (Y)";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";18
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";4
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";3
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";1
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"P2K Välituotekäyttö";"Käypiin hintoihin";2
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";7
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";7
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"P3K Kulutusmenot";"Käypiin hintoihin";-1
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"NETEXP Nettomenot";"Käypiin hintoihin";6
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";6
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"TOTEXP Kokonaismenot";"Käypiin hintoihin";13
"S1314 Sosiaaliturvarahastot";"G1008  Sosiaaliturvan tutkimus ja kehittäminen";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";13
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";88
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";72
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";16
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"P2K Välituotekäyttö";"Käypiin hintoihin";164
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";910
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";16
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";1
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";1
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"P3K Kulutusmenot";"Käypiin hintoihin";176
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"NETEXP Nettomenot";"Käypiin hintoihin";1035
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";109
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"TOTEXP Kokonaismenot";"Käypiin hintoihin";1179
"S1314 Sosiaaliturvarahastot";"G1009  Sosiaaliturva, muualla luokittelematon";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";253
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";250
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";203
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";47
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"P2K Välituotekäyttö";"Käypiin hintoihin";962
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"D4K Omaisuusmenot";"Käypiin hintoihin";40
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";40
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";18
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";20400
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";1877
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";1
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";1
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";-99
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";-99
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"P3K Kulutusmenot";"Käypiin hintoihin";768
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"NETEXP Nettomenot";"Käypiin hintoihin";22488
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";20611
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"TOTEXP Kokonaismenot";"Käypiin hintoihin";23449
"S13141 Työeläkelaitokset";"G0  Tehtävät yhteensä";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";21572
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"P2K Välituotekäyttö";"Käypiin hintoihin";20
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"D4K Omaisuusmenot";"Käypiin hintoihin";40
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";40
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"P3K Kulutusmenot";"Käypiin hintoihin";20
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"NETEXP Nettomenot";"Käypiin hintoihin";60
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";60
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"TOTEXP Kokonaismenot";"Käypiin hintoihin";60
"S13141 Työeläkelaitokset";"G01  Yleinen julkishallinto";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";60
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"NETEXP Nettomenot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"TOTEXP Kokonaismenot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0101  Toimeenpano- ja lainsäädäntöelimet, finanssi- ja veroasiat, ulkoasiainhallinto";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0102  Taloudellinen apu ulkomaille";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0102  Taloudellinen apu ulkomaille";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0102  Taloudellinen apu ulkomaille";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0102  Taloudellinen apu ulkomaille";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0102  Taloudellinen apu ulkomaille";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0102  Taloudellinen apu ulkomaille";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0102  Taloudellinen apu ulkomaille";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0102  Taloudellinen apu ulkomaille";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0102  Taloudellinen apu ulkomaille";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0102  Taloudellinen apu ulkomaille";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0102  Taloudellinen apu ulkomaille";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0102  Taloudellinen apu ulkomaille";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0102  Taloudellinen apu ulkomaille";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0102  Taloudellinen apu ulkomaille";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13141 Työeläkelaitokset";"G0102  Taloudellinen apu ulkomaille";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
